episode,total_reward,steps,duration,player_hp,enemy_hp,shots,hits,win,epsilon
973,1136.01,134,22.33,3,0,10,3,1,0.6147
974,-70.01,1001,166.83,2,1,69,2,0,0.6144
975,-1089.44,319,53.17,0,1,24,2,0,0.6141
976,978.53,622,103.67,1,0,45,3,1,0.6138
977,1142.32,68,11.33,3,0,6,3,1,0.6135
978,-1089.38,313,52.17,0,1,23,2,0,0.6132
979,-1178.11,216,36.0,0,3,14,0,0,0.6129
980,-1160.41,481,80.17,0,2,32,1,0,0.6126
981,-1117.11,146,24.33,0,2,9,1,0,0.6122
982,1022.61,224,37.33,1,0,17,3,1,0.6119
983,-1116.21,146,24.33,0,2,11,1,0,0.6116
984,1105.11,379,63.17,3,0,25,3,1,0.6113
985,1047.29,431,71.83,2,0,32,3,1,0.611
986,-1081.32,262,43.67,0,1,19,2,0,0.6107
987,1027.82,203,33.83,1,0,11,3,1,0.6104
988,-1076.02,152,25.33,0,1,12,2,0,0.6101
989,-1139.48,293,48.83,0,2,22,1,0,0.6098
990,1024.2,215,35.83,1,0,16,3,1,0.6095
991,1130.41,159,26.5,3,0,11,3,1,0.6092
992,1026.12,223,37.17,1,0,17,3,1,0.6089
993,-1130.31,276,46.0,0,2,21,1,0,0.6086
994,1005.69,361,60.17,1,0,26,3,1,0.6083
995,969.54,616,102.67,1,0,43,3,1,0.608
996,1053.44,346,57.67,2,0,25,3,1,0.6077
997,1032.07,133,22.17,1,0,11,3,1,0.6074
998,-1201.22,387,64.5,0,3,28,0,0,0.6071
999,993.52,478,79.67,1,0,31,3,1,0.6068
1000,-1076.72,232,38.67,0,1,14,2,0,0.6065
